RANK,ID,BACKGROUND,FUR,CLOTHES,EYES,MOUTH,HATS,EARRING,BACKGROUND Rarity,FUR Rarity,CLOTHES Rarity,EYES Rarity,MOUTH Rarity,HATS Rarity,EARRING Rarity,Total Statistical Rarity
3136,3612,Solana,Grey,Navy Stripped T,Bored,Grin Diamond Grill,Fez,EMPTY,100.000000000000000,4.782536243959340,2.882852857857020,21.829695050824900,0.999833361106482,4.232627895350770,70.121646392268000,8931373.121970580000000
3137,5016,Solana,Golden Brown,Navy Stripped T,Sunglasses,Bored Unshaven Cigarette,Fisherman Hat,EMPTY,100.000000000000000,8.281953007832030,2.882852857857020,3.199466755540740,4.232627895350770,3.949341776370600,70.121646392268000,8954054.918541740000000
3138,3641,Solana,Cheetah,Leather Punk Jacket,Sad,Bored Unshaven Solana,Cowboy Hat,EMPTY,100.000000000000000,4.482586235627400,2.149641726378940,5.699050158306950,6.232294617563740,3.732711214797530,70.121646392268000,8958219.249226150000000
3139,5969,Solana,Dark Brown,Bone Necklace,Wide Eyed,Bored Unshaven,Kings Crown,EMPTY,100.000000000000000,13.164472587902000,1.483086152307950,5.032494584235960,14.480919846692200,0.899850024995834,70.121646392268000,8977833.517738760000000
3140,3521,Solana,Brown,Puffy Vest,Wide Eyed,Small Grin,Cowboy Hat,EMPTY,100.000000000000000,12.747875354107600,1.933011164805870,5.032494584235960,2.766205632394600,3.732711214797530,70.121646392268000,8978761.677278820000000
3141,5203,Solana,Black,Blue Dress,Bloodshot,Bored Kazoo,Empty,EMPTY,100.000000000000000,10.631561406432300,0.799866688885186,8.031994667555410,0.999833361106482,18.796867188801900,70.121646392268000,9001259.347220420000000
3142,4244,Solana,Black,Lumberjack Shirt,Closed,Bored,Beanie,Silver Stud,100.000000000000000,10.631561406432300,1.766372271288120,6.865522412931180,16.097317113814400,5.699050158306950,7.615397433761040,9007441.121325560000000
3143,3664,Solana,Dark Brown,Toga,Coins,Phoneme Vuh,Fez,EMPTY,100.000000000000000,13.164472587902000,1.983002832861190,3.732711214797530,3.116147308781870,4.232627895350770,70.121646392268000,9012211.281278970000000
3144,5393,Solana,Red,Bandolier,Blindfold,Bored,Basc Flipped Brim,EMPTY,100.000000000000000,5.249125145809030,1.949675054157640,2.532911181469760,16.097317113814400,3.082819530078320,70.121646392268000,9020338.365658040000000
3145,2899,Solana,Pink,Wool Turtleneck,Blindfold,Bored Unshaven,Bowler,EMPTY,100.000000000000000,4.999166805532410,2.216297283786040,2.532911181469760,14.480919846692200,3.166138976837190,70.121646392268000,9022436.446168150000000
3146,3172,Solana,White,Blue Dress,Bored,Bored,Party Hat,EMPTY,100.000000000000000,3.766038993501080,0.799866688885186,21.829695050824900,16.097317113814400,1.216463922679550,70.121646392268000,9029317.599250170000000
3147,2872,Solana,Noise,EMPTY,3D,Bored Cigar,Halo,EMPTY,100.000000000000000,2.182969505082490,20.379936677220500,5.332444592567910,1.916347275454090,2.832861189801700,70.121646392268000,9030846.557928630000000
3148,2150,Solana,Dark Brown,EMPTY,Sunglasses,Dumbfounded,Halo,Silver Hoop,100.000000000000000,13.164472587902000,20.379936677220500,3.199466755540740,3.549408431928010,2.832861189801700,10.464922512914500,9032358.880750560000000
3149,2812,Solana,Cream,Sleeveless T,Crazy,Bored Unshaven Cigarette,Basc Flipped Brim,EMPTY,100.000000000000000,7.382102982836190,3.066155640726550,4.365939010164970,4.232627895350770,3.082819530078320,70.121646392268000,9041953.226510520000000
3150,5454,Solana,Zombie,Sleeveless T,Bloodshot,Grin Gold Grill,Empty,EMPTY,100.000000000000000,2.699550074987500,3.066155640726550,8.031994667555410,1.033161139810030,18.796867188801900,70.121646392268000,9053461.008011510000000
3151,4875,Solana,Grey,EMPTY,Coins,Dumbfounded,Laurel Wreath,EMPTY,100.000000000000000,4.782536243959340,20.379936677220500,3.732711214797530,3.549408431928010,0.999833361106482,70.121646392268000,9053597.781837480000000
3152,1593,Solana,Zombie,Black T,Wide Eyed,Bored Solana,Fisherman Hat,EMPTY,100.000000000000000,2.699550074987500,2.866188968505250,5.032494584235960,8.398600233294450,3.949341776370600,70.121646392268000,9056559.765029730000000
3153,3383,Solana,Red,Bandolier,Scumbag,Bored,Empty,Silver Hoop,100.000000000000000,5.249125145809030,1.949675054157640,2.799533411098150,16.097317113814400,18.796867188801900,10.464922512914500,9072141.313787210000000
3154,5501,Solana,Golden Brown,Black Coat,Bloodshot,Dumbfounded,Seaman Hat,EMPTY,100.000000000000000,8.281953007832030,1.166472254624230,8.031994667555410,3.549408431928010,4.699216797200470,70.121646392268000,9075366.012349670000000
3155,5711,Solana,Black,EMPTY,3D,Small Grin,Cowboy Hat,Silver Stud,100.000000000000000,10.631561406432300,20.379936677220500,5.332444592567910,2.766205632394600,3.732711214797530,7.615397433761040,9085057.073045740000000
3156,3120,Solana,Red,Sailor Shirt,Bloodshot,Phoneme Vuh,Basc Flipped Brim,EMPTY,100.000000000000000,5.249125145809030,3.199466755540740,8.031994667555410,3.116147308781870,3.082819530078320,70.121646392268000,9086698.666959720000000
3157,1406,Solana,Black,EMPTY,Cyborg,Grin Diamond Grill,Beanie,EMPTY,100.000000000000000,10.631561406432300,20.379936677220500,1.049825029161810,0.999833361106482,5.699050158306950,70.121646392268000,9088642.318572150000000
3158,748,Solana,Cheetah,Service,Wide Eyed,Bored Solana,Commie Hat,EMPTY,100.000000000000000,4.482586235627400,2.116313947675390,5.032494584235960,8.398600233294450,3.232794534244290,70.121646392268000,9089273.690872520000000
3159,2106,Solana,Black,Sailor Shirt,Bored,Bored Bubblegum,Halo,EMPTY,100.000000000000000,10.631561406432300,3.199466755540740,21.829695050824900,0.616563906015664,2.832861189801700,70.121646392268000,9094478.887118480000000
3160,2392,Solana,Dark Brown,Bandolier,Heart,Bored Unshaven Cigarette,S&M Hat,EMPTY,100.000000000000000,13.164472587902000,1.949675054157640,3.816030661556410,4.232627895350770,3.132811198133640,70.121646392268000,9106971.381376710000000
3161,5024,Solana,Cream,Pimp Coat,Bored,Bored Unshaven,Halo,Silver Hoop,100.000000000000000,7.382102982836190,1.316447258790200,21.829695050824900,14.480919846692200,2.832861189801700,10.464922512914500,9107280.107585450000000
3162,4587,Solana,Black,Puffy Vest,Crazy,Bored Unshaven,Laurel Wreath,EMPTY,100.000000000000000,10.631561406432300,1.933011164805870,4.365939010164970,14.480919846692200,0.999833361106482,70.121646392268000,9109298.983874120000000
3163,889,Solana,White,Basc T Black,Bored,Bored Solana,Beanie,Silver Hoop,100.000000000000000,3.766038993501080,2.216297283786040,21.829695050824900,8.398600233294450,5.699050158306950,10.464922512914500,9126534.532788220000000
3164,2632,Solana,Dark Brown,Tanktop,Bloodshot,Bored Cigarette,Basc Flipped Brim,EMPTY,100.000000000000000,13.164472587902000,2.049658390268290,8.031994667555410,1.949675054157640,3.082819530078320,70.121646392268000,9134205.996220230000000
3165,3338,Solana,Cheetah,EMPTY,Heart,Bored Unshaven Cigarette,Police Morotcycle Helmet,EMPTY,100.000000000000000,4.482586235627400,20.379936677220500,3.816030661556410,4.232627895350770,0.883186135644059,70.121646392268000,9138139.343734760000000
3166,4109,Solana,Cream,Tanktop,Crazy,Bored Unshaven Solana,Bowler,EMPTY,100.000000000000000,7.382102982836190,2.049658390268290,4.365939010164970,6.232294617563740,3.166138976837190,70.121646392268000,9140486.313222060000000
3167,1415,Solana,White,Sleeveless T,Bored,Bored Unshaven,Beanie,Gold Stud,100.000000000000000,3.766038993501080,3.066155640726550,21.829695050824900,14.480919846692200,5.699050158306950,4.399266788868520,9151780.738357360000000
3168,4859,Solana,Dark Brown,Basc T Red,Bored,Bored Unshaven Cigar,Safari,EMPTY,100.000000000000000,13.164472587902000,2.149641726378940,21.829695050824900,1.049825029161810,2.016330611564740,70.121646392268000,9169549.252123590000000
3169,2677,Solana,Dark Brown,Navy Stripped T,Wide Eyed,Bored Unshaven Solana,Bandana Blue,EMPTY,100.000000000000000,13.164472587902000,2.882852857857020,5.032494584235960,6.232294617563740,1.099816697217130,70.121646392268000,9179724.462534700000000
3170,5034,Solana,Red,Wool Turtleneck,Bored,Bored,Sea Capitan Hat,Silver Stud,100.000000000000000,5.249125145809030,2.216297283786040,21.829695050824900,16.097317113814400,2.949508415264120,7.615397433761040,9182444.723598410000000
3171,1178,Solana,Black,Toga,Sad,Small Grin,Fisherman Hat,EMPTY,100.000000000000000,10.631561406432300,1.983002832861190,5.699050158306950,2.766205632394600,3.949341776370600,70.121646392268000,9204159.812927400000000
3172,5594,Solana,Golden Brown,Biker Vest,3D,Bored,Basc Hat Red,EMPTY,100.000000000000000,8.281953007832030,2.216297283786040,5.332444592567910,16.097317113814400,0.833194467588735,70.121646392268000,9205324.643067770000000
3173,2340,Solana,Black,Stunt Jacket,Bored,Bored Unshaven Cigar,Short Mohawk,EMPTY,100.000000000000000,10.631561406432300,1.699716713881020,21.829695050824900,1.049825029161810,3.182802866188970,70.121646392268000,9242725.037896680000000
3174,3101,Solana,Tan,Navy Stripped T,Eyepatch,Bored Solana,S&M Hat,EMPTY,100.000000000000000,5.999000166638890,2.882852857857020,2.899516747208800,8.398600233294450,3.132811198133640,70.121646392268000,9251671.598015410000000
3175,1947,Solana,Robot,Tie Dye,Sunglasses,Bored Unshaven Cigarette,Empty,EMPTY,100.000000000000000,3.049491751374770,1.699716713881020,3.199466755540740,4.232627895350770,18.796867188801900,70.121646392268000,9251864.785724960000000
3176,2217,Solana,Cheetah,Tweed Suit,Bored,Bored Solana,Bunny Ears,EMPTY,100.000000000000000,4.482586235627400,0.816530578236960,21.829695050824900,8.398600233294450,1.966338943509420,70.121646392268000,9252650.757756240000000
3177,4129,Solana,Black,Navy Stripped T,Bloodshot,Bored Unshaven Pizza,Fez,EMPTY,100.000000000000000,10.631561406432300,2.882852857857020,8.031994667555410,1.266455590734880,4.232627895350770,70.121646392268000,9253267.122827570000000
3178,4646,Solana,Brown,Black T,Bloodshot,Bored Unshaven,Spinner Hat,Silver Hoop,100.000000000000000,12.747875354107600,2.866188968505250,8.031994667555410,14.480919846692200,2.082986168971840,10.464922512914500,9263702.360902170000000
3179,845,Solana,Red,Toga,3D,Bored Unshaven Pizza,Empty,EMPTY,100.000000000000000,5.249125145809030,1.983002832861190,5.332444592567910,1.266455590734880,18.796867188801900,70.121646392268000,9265399.633739880000000
3180,464,Solana,Black,Leather Punk Jacket,Sad,Bored Unshaven,Seaman Hat,Silver Hoop,100.000000000000000,10.631561406432300,2.149641726378940,5.699050158306950,14.480919846692200,4.699216797200470,10.464922512914500,9275199.571974830000000
3181,239,Solana,Cream,EMPTY,Wide Eyed,Bored,Laurel Wreath,Silver Stud,100.000000000000000,7.382102982836190,20.379936677220500,5.032494584235960,16.097317113814400,0.999833361106482,7.615397433761040,9279828.336929260000000
3182,2794,Solana,Black,EMPTY,Robot,Bored Unshaven,Basc Hat Black,Gold Hoop,100.000000000000000,10.631561406432300,20.379936677220500,3.249458423596070,14.480919846692200,1.899683386102320,4.799200133311110,9295164.971293640000000
3183,1126,Solana,Golden Brown,Hip Hop,Zombie,Bored Unshaven,Beanie,EMPTY,100.000000000000000,8.281953007832030,0.916513914347609,2.116313947675390,14.480919846692200,5.699050158306950,70.121646392268000,9296139.928525770000000
3184,5296,Solana,Brown,Leather Jacket,Hypnotized,Bored,Vietnam Era Helmet,EMPTY,100.000000000000000,12.747875354107600,1.699716713881020,1.949675054157640,16.097317113814400,1.949675054157640,70.121646392268000,9297034.174700120000000
3185,886,Solana,Cream,Sleeveless Logo T,Bored,Bored Unshaven Solana,Beanie,Silver Stud,100.000000000000000,7.382102982836190,2.132977837027160,21.829695050824900,6.232294617563740,5.699050158306950,7.615397433761040,9297306.304685110000000
3186,5384,Solana,Pink,Service,Heart,Bored,Empty,Silver Stud,100.000000000000000,4.999166805532410,2.116313947675390,3.816030661556410,16.097317113814400,18.796867188801900,7.615397433761040,9302959.355864390000000
3187,3636,Solana,Black,Rainbow Suspender,Robot,Bored Cigar,Empty,EMPTY,100.000000000000000,10.631561406432300,1.066488918513580,3.249458423596070,1.916347275454090,18.796867188801900,70.121646392268000,9306281.275307420000000
3188,3290,Solana,Pink,Stripped Tee,Crazy,Bored,Party Hat 2,EMPTY,100.000000000000000,4.999166805532410,4.199300116647230,4.365939010164970,16.097317113814400,0.899850024995834,70.121646392268000,9309534.026139240000000
3189,501,Solana,Tan,Black T,Wide Eyed,Bored Unshaven Solana,Girl Hair Short,EMPTY,100.000000000000000,5.999000166638890,2.866188968505250,5.032494584235960,6.232294617563740,2.466255624062660,70.121646392268000,9326209.752154830000000
3190,2432,Solana,Pink,Bone Tee,Bored,Phoneme Oh,Army Hat,EMPTY,100.000000000000000,4.999166805532410,1.749708381936340,21.829695050824900,2.166305615730710,3.216130644892520,70.121646392268000,9328600.212624040000000
3191,2200,Solana,Blue,Basc T Red,Robot,Bored Unshaven,Empty,Silver Hoop,100.000000000000000,4.699216797200470,2.149641726378940,3.249458423596070,14.480919846692200,18.796867188801900,10.464922512914500,9350184.686481810000000
3192,5138,Solana,Dark Brown,Toga,3D,Rage,Sea Capitan Hat,EMPTY,100.000000000000000,13.164472587902000,1.983002832861190,5.332444592567910,3.249458423596070,2.949508415264120,70.121646392268000,9355475.790660170000000
3193,1588,Solana,Cream,Prison Jumpsuit,Sunglasses,Bored Solana,Commie Hat,EMPTY,100.000000000000000,7.382102982836190,2.082986168971840,3.199466755540740,8.398600233294450,3.232794534244290,70.121646392268000,9366583.409276550000000
3194,893,Solana,White,Black T,Eyepatch,Bored Unshaven,Sea Capitan Hat,EMPTY,100.000000000000000,3.766038993501080,2.866188968505250,2.899516747208800,14.480919846692200,2.949508415264120,70.121646392268000,9373745.275058090000000
3195,296,Solana,Blue,Black Coat,Angry,Small Grin,Empty,EMPTY,100.000000000000000,4.699216797200470,1.166472254624230,4.699216797200470,2.766205632394600,18.796867188801900,70.121646392268000,9391769.276024470000000
3196,1303,Solana,White,Prison Jumpsuit,Eyepatch,Jovial,Empty,EMPTY,100.000000000000000,3.766038993501080,2.082986168971840,2.899516747208800,3.132811198133640,18.796867188801900,70.121646392268000,9392227.852910790000000
3197,343,Solana,Dark Brown,Wool Turtleneck,Sunglasses,Grin,Cowboy Hat,EMPTY,100.000000000000000,13.164472587902000,2.216297283786040,3.199466755540740,3.849358440259960,3.732711214797530,70.121646392268000,9405327.654908590000000
3198,4052,Solana,Pink,Bandolier,Bored,Phoneme Ooo,Short Mohawk,EMPTY,100.000000000000000,4.999166805532410,1.949675054157640,21.829695050824900,1.983002832861190,3.182802866188970,70.121646392268000,9416569.395976250000000
3199,898,Solana,Brown,Black T,Angry,Phoneme Ooo,Fisherman Hat,EMPTY,100.000000000000000,12.747875354107600,2.866188968505250,4.699216797200470,1.983002832861190,3.949341776370600,70.121646392268000,9429057.156640820000000
3200,3669,Solana,Dark Brown,Puffy Vest,Sleepy,Grin,Safari,EMPTY,100.000000000000000,13.164472587902000,1.933011164805870,6.815530744875850,3.849358440259960,2.016330611564740,70.121646392268000,9439298.265963010000000
3201,421,Solana,Cheetah,Pimp Coat,Bored,Rage,Army Hat,EMPTY,100.000000000000000,4.482586235627400,1.316447258790200,21.829695050824900,3.249458423596070,3.216130644892520,70.121646392268000,9440099.196117780000000
3202,2164,Solana,Brown,Prom Dress,Bored,Bored,Vietnam Era Helmet,Silver Hoop,100.000000000000000,12.747875354107600,1.033161139810030,21.829695050824900,16.097317113814400,1.949675054157640,10.464922512914500,9442897.848819290000000
3203,2416,Solana,Black,Navy Stripped T,3D,Bored Cigarette,Fez,EMPTY,100.000000000000000,10.631561406432300,2.882852857857020,5.332444592567910,1.949675054157640,4.232627895350770,70.121646392268000,9457368.450498580000000
3204,790,Solana,Robot,Service,Bored,Rage,Sea Capitan Hat,EMPTY,100.000000000000000,3.049491751374770,2.116313947675390,21.829695050824900,3.249458423596070,2.949508415264120,70.121646392268000,9468211.587678850000000
3205,4412,Solana,Golden Brown,Basc T Black,Sleepy,Grin,Empty,Silver Hoop,100.000000000000000,8.281953007832030,2.216297283786040,6.815530744875850,3.849358440259960,18.796867188801900,10.464922512914500,9472624.029121930000000
3206,5417,Solana,Black,EMPTY,Coins,Boerd Unshaven Bubblegum,Bunny Ears,EMPTY,100.000000000000000,10.631561406432300,20.379936677220500,3.732711214797530,0.849858356940510,1.966338943509420,70.121646392268000,9477227.545707990000000
3207,2710,Solana,Brown,Sleeveless Logo T,Scumbag,Phoneme Vuh,Beanie,EMPTY,100.000000000000000,12.747875354107600,2.132977837027160,2.799533411098150,3.116147308781870,5.699050158306950,70.121646392268000,9479433.181510160000000
3208,572,Solana,Death Bot,Navy Stripped T,Bloodshot,Bored Unshaven,Safari,EMPTY,100.000000000000000,1.999666722212960,2.882852857857020,8.031994667555410,14.480919846692200,2.016330611564740,70.121646392268000,9480112.797109270000000
3209,1412,Solana,Red,Wool Turtleneck,Bored,Phoneme Wah,Seaman Hat,EMPTY,100.000000000000000,5.249125145809030,2.216297283786040,21.829695050824900,1.133144475920680,4.699216797200470,70.121646392268000,9482557.437655660000000
3210,1399,Solana,Cream,Biker Vest,Closed,Bored Unshaven,Basc Hat Red,EMPTY,100.000000000000000,7.382102982836190,2.216297283786040,6.865522412931180,14.480919846692200,0.833194467588735,70.121646392268000,9503341.472811780000000
3211,2186,Solana,Death Bot,EMPTY,Bored,Bored Solana,Trippy Captains Hat,Silver Hoop,100.000000000000000,1.999666722212960,20.379936677220500,21.829695050824900,8.398600233294450,1.216463922679550,10.464922512914500,9511527.731214380000000
3212,5731,Solana,Black,Hawaiian,Wide Eyed,Bored Unshaven Cigarette,Short Mohawk,EMPTY,100.000000000000000,10.631561406432300,1.883019496750540,5.032494584235960,4.232627895350770,3.182802866188970,70.121646392268000,9517154.498707370000000
3213,2238,Solana,Red,Stunt Jacket,Sad,Bored Solana,Short Mohawk,EMPTY,100.000000000000000,5.249125145809030,1.699716713881020,5.699050158306950,8.398600233294450,3.182802866188970,70.121646392268000,9530917.402499310000000
3214,1204,Solana,Gold,Tie Dye,Bored,Bored Cigarette,Empty,EMPTY,100.000000000000000,0.999833361106482,1.699716713881020,21.829695050824900,1.949675054157640,18.796867188801900,70.121646392268000,9533484.169329430000000
3215,965,Solana,Zombie,Smoking Jacket,Bloodshot,Bored Unshaven,Safari,EMPTY,100.000000000000000,2.699550074987500,2.149641726378940,8.031994667555410,14.480919846692200,2.016330611564740,70.121646392268000,9543130.887957110000000
3216,2934,Solana,Red,Basc T Red,Sleepy,Bored,Bandana Blue,EMPTY,100.000000000000000,5.249125145809030,2.149641726378940,6.815530744875850,16.097317113814400,1.099816697217130,70.121646392268000,9547256.807118430000000
3217,755,Solana,Dark Brown,Stripped Tee,Scumbag,Small Grin,Short Mohawk,EMPTY,100.000000000000000,13.164472587902000,4.199300116647230,2.799533411098150,2.766205632394600,3.182802866188970,70.121646392268000,9554596.247859650000000
3218,4615,Solana,Blue,Work Vest,Sad,Bored,Prussian Helmet,EMPTY,100.000000000000000,4.699216797200470,3.216130644892520,5.699050158306950,16.097317113814400,0.983169471754708,70.121646392268000,9558629.580394340000000
3219,1548,Solana,Golden Brown,Sailor Shirt,Bored,Bored Unshaven Cigarette,Cowboy Hat,Silver Hoop,100.000000000000000,8.281953007832030,3.199466755540740,21.829695050824900,4.232627895350770,3.732711214797530,10.464922512914500,9563756.963490810000000
3220,4883,Solana,Dark Brown,Vietnam Jacket,Sad,Small Grin,Commie Hat,EMPTY,100.000000000000000,13.164472587902000,2.032994500916510,5.699050158306950,2.766205632394600,3.232794534244290,70.121646392268000,9564379.865843260000000
3221,3944,Solana,Red,Kings Robe,Bloodshot,Bored Unshaven,Horns,EMPTY,100.000000000000000,5.249125145809030,1.083152807865360,8.031994667555410,14.480919846692200,2.066322279620060,70.121646392268000,9581784.097111710000000
3222,1562,Solana,Brown,EMPTY,Closed,Bored Unshaven Kazoo,Ww2 Pilot Helm,EMPTY,100.000000000000000,12.747875354107600,20.379936677220500,6.865522412931180,0.999833361106482,0.766538910181636,70.121646392268000,9585795.525801340000000
3223,880,Solana,Grey,Sleeveless T,3D,Bored Unshaven Solana,Empty,Silver Hoop,100.000000000000000,4.782536243959340,3.066155640726550,5.332444592567910,6.232294617563740,18.796867188801900,10.464922512914500,9586239.675820130000000
3224,280,Solana,Blue,EMPTY,X Eyes,Tongue Out,Fez,EMPTY,100.000000000000000,4.699216797200470,20.379936677220500,1.716380603232790,1.966338943509420,4.232627895350770,70.121646392268000,9593177.596240360000000
3225,5172,Solana,Gold,EMPTY,Crazy,Bored Solana,Sushi Chef Headband,EMPTY,100.000000000000000,0.999833361106482,20.379936677220500,4.365939010164970,8.398600233294450,1.833027828695220,70.121646392268000,9603647.055720520000000
3226,1207,Solana,Golden Brown,Prison Jumpsuit,Bored,Discomfort,Basc Hat Black,EMPTY,100.000000000000000,8.281953007832030,2.082986168971840,21.829695050824900,1.916347275454090,1.899683386102320,70.121646392268000,9613341.264683340000000
3227,3190,Solana,Tan,Tie Dye,Coins,Discomfort,Empty,EMPTY,100.000000000000000,5.999000166638890,1.699716713881020,3.732711214797530,1.916347275454090,18.796867188801900,70.121646392268000,9613722.928241380000000
3228,3408,Solana,White,Vietnam Jacket,Crazy,Bored Unshaven,Halo,EMPTY,100.000000000000000,3.766038993501080,2.032994500916510,4.365939010164970,14.480919846692200,2.832861189801700,70.121646392268000,9615507.911120900000000
3229,925,Solana,Dark Brown,Vietnam Jacket,Angry,Grin,Halo,EMPTY,100.000000000000000,13.164472587902000,2.032994500916510,4.699216797200470,3.849358440259960,2.832861189801700,70.121646392268000,9616807.040744780000000
3230,1056,Solana,Black,Tie Dye,Closed,Phoneme L,Fez,EMPTY,100.000000000000000,10.631561406432300,1.699716713881020,6.865522412931180,2.616230628228630,4.232627895350770,70.121646392268000,9633528.933678730000000
3231,1600,Solana,Red,Black Coat,Bored,Rage,Bowler,EMPTY,100.000000000000000,5.249125145809030,1.166472254624230,21.829695050824900,3.249458423596070,3.166138976837190,70.121646392268000,9642775.867453350000000
3232,600,Solana,Brown,Sleeveless Logo T,Closed,Bored Unshaven,Empty,Diamond Stud,100.000000000000000,12.747875354107600,2.132977837027160,6.865522412931180,14.480919846692200,18.796867188801900,1.899683386102320,9652961.802791440000000
3233,4835,Solana,Red,Work Vest,Bloodshot,Rage,S&M Hat,EMPTY,100.000000000000000,5.249125145809030,3.216130644892520,8.031994667555410,3.249458423596070,3.132811198133640,70.121646392268000,9679241.643516870000000
3234,5300,Solana,White,Wool Turtleneck,Closed,Bored Unshaven Cigarette,Beanie,EMPTY,100.000000000000000,3.766038993501080,2.216297283786040,6.865522412931180,4.232627895350770,5.699050158306950,70.121646392268000,9692841.015235510000000
3235,4524,Solana,Zombie,Leather Punk Jacket,Bored,Bored Cigar,Beanie,EMPTY,100.000000000000000,2.699550074987500,2.149641726378940,21.829695050824900,1.916347275454090,5.699050158306950,70.121646392268000,9701389.412443580000000
3236,582,Solana,Cream,EMPTY,Sad,Boerd Unshaven Bubblegum,Basc Hat Black,EMPTY,100.000000000000000,7.382102982836190,20.379936677220500,5.699050158306950,0.849858356940510,1.899683386102320,70.121646392268000,9706558.745500600000000
3237,455,Solana,Blue,Sailor Shirt,Closed,Bored,Basc Hat Red,EMPTY,100.000000000000000,4.699216797200470,3.199466755540740,6.865522412931180,16.097317113814400,0.833194467588735,70.121646392268000,9707975.113812370000000
3238,5771,Solana,Dark Brown,Service,X Eyes,Bored Unshaven,Irish Boho,EMPTY,100.000000000000000,13.164472587902000,2.116313947675390,1.716380603232790,14.480919846692200,1.999666722212960,70.121646392268000,9709637.807503930000000
3239,4734,Solana,Cheetah,Wool Turtleneck,Bored,Rage,Bunny Ears,EMPTY,100.000000000000000,4.482586235627400,2.216297283786040,21.829695050824900,3.249458423596070,1.966338943509420,70.121646392268000,9716856.875704890000000
3240,1783,Solana,Black,Biker Vest,Crazy,Bored Unshaven Cigarette,Short Mohawk,EMPTY,100.000000000000000,10.631561406432300,2.216297283786040,4.365939010164970,4.232627895350770,3.182802866188970,70.121646392268000,9717950.116097900000000
3241,3089,Solana,Brown,Black T,Bloodshot,Bored,Bunny Ears,Silver Hoop,100.000000000000000,12.747875354107600,2.866188968505250,8.031994667555410,16.097317113814400,1.966338943509420,10.464922512914500,9721067.016934560000000
3242,655,Solana,Golden Brown,Tie Dye,Wide Eyed,Bored,Trippy Captains Hat,EMPTY,100.000000000000000,8.281953007832030,1.699716713881020,5.032494584235960,16.097317113814400,1.216463922679550,70.121646392268000,9727415.358209280000000
3243,4002,Solana,Brown,Pimp Coat,Closed,Grin,S&M Hat,EMPTY,100.000000000000000,12.747875354107600,1.316447258790200,6.865522412931180,3.849358440259960,3.132811198133640,70.121646392268000,9742929.100295530000000
3244,1349,Solana,Black,Navy Stripped T,Bored,Phoneme Wah,Sushi Chef Headband,EMPTY,100.000000000000000,10.631561406432300,2.882852857857020,21.829695050824900,1.133144475920680,1.833027828695220,70.121646392268000,9744816.059789680000000
3245,5507,Solana,Brown,Stripped Tee,Bloodshot,Bored Unshaven Kazoo,Commie Hat,EMPTY,100.000000000000000,12.747875354107600,4.199300116647230,8.031994667555410,0.999833361106482,3.232794534244290,70.121646392268000,9745316.875007170000000
3246,3759,Solana,Dark Brown,Black Holes T,Angry,Discomfort,Beanie,EMPTY,100.000000000000000,13.164472587902000,2.066322279620060,4.699216797200470,1.916347275454090,5.699050158306950,70.121646392268000,9789393.854473030000000
3247,5310,Solana,Robot,Work Vest,Bored,Jovial,Spinner Hat,EMPTY,100.000000000000000,3.049491751374770,3.216130644892520,21.829695050824900,3.132811198133640,2.082986168971840,70.121646392268000,9796738.758092720000000
3248,4756,Solana,White,Tuxedo Tee,3D,Bored Unshaven,Girl Hair Short,EMPTY,100.000000000000000,3.766038993501080,1.949675054157640,5.332444592567910,14.480919846692200,2.466255624062660,70.121646392268000,9805274.168084360000000
3249,1072,Solana,Grey,Smoking Jacket,Closed,Bored Unshaven Solana,Short Mohawk,EMPTY,100.000000000000000,4.782536243959340,2.149641726378940,6.865522412931180,6.232294617563740,3.182802866188970,70.121646392268000,9817654.920339390000000
3250,3476,Solana,Golden Brown,EMPTY,Blindfold,Bored Solana,Beanie,Gold Hoop,100.000000000000000,8.281953007832030,20.379936677220500,2.532911181469760,8.398600233294450,5.699050158306950,4.799200133311110,9820504.599414250000000
3251,3174,Solana,White,Leather Punk Jacket,3D,Bored,Safari,EMPTY,100.000000000000000,3.766038993501080,2.149641726378940,5.332444592567910,16.097317113814400,2.016330611564740,70.121646392268000,9825272.292983080000000
3252,2044,Solana,Cheetah,Basc T Black,Hypnotized,Grin,Empty,EMPTY,100.000000000000000,4.482586235627400,2.216297283786040,1.949675054157640,3.849358440259960,18.796867188801900,70.121646392268000,9827540.286150880000000
3253,433,Solana,Tan,Stunt Jacket,Sad,Bored Unshaven Cigarette,Beanie,EMPTY,100.000000000000000,5.999000166638890,1.699716713881020,5.699050158306950,4.232627895350770,5.699050158306950,70.121646392268000,9829299.579968310000000
3254,2809,Solana,Brown,Vietnam Jacket,3D,Bored,Fez,Silver Hoop,100.000000000000000,12.747875354107600,2.032994500916510,5.332444592567910,16.097317113814400,4.232627895350770,10.464922512914500,9853714.395274200000000
3255,694,Solana,Brown,Sleeveless T,Sleepy,Phoneme L,Safari,EMPTY,100.000000000000000,12.747875354107600,3.066155640726550,6.815530744875850,2.616230628228630,2.016330611564740,70.121646392268000,9854204.243357770000000
3256,1609,Solana,Brown,Basc T Black,Bored,Rage,Seaman Hat,Silver Hoop,100.000000000000000,12.747875354107600,2.216297283786040,21.829695050824900,3.249458423596070,4.699216797200470,10.464922512914500,9855665.940855100000000
